customer_id,age,membership_years,number_of_children,quantity,unit_price,avg_purchase_value,purchase_frequency,avg_discount_used,online_purchases,in_store_purchases,total_sales,total_transactions,total_items_purchased,promotion_effectiveness,days_since_last_purchase,gender,income_bracket,marital_status,education_level,occupation,product_category,promotion_type,transaction_date,last_purchase_date,loyalty_program,churn,promo_flag
C1327,23,9,3,3.0694444444444446,45.88376873224461,148.72689921677863,8.0,0.2861548053702306,155,74,10708.33674360806,2591,3672,0.5416666666666666,592,Male,High,Married,PhD,Student,Clothing,no_promotion,2024-05-16,2024-05-16,1,1,1
C1328,54,13,0,2.9722222222222223,49.12976511230706,146.97022466905855,5.538461538461538,0.2557022193919518,145,72,10581.856176172216,3455,4316,0.5416666666666666,585,Female,Medium,Married,High School,Student,Beauty,no_promotion,2024-05-23,2024-05-23,0,0,1
C1329,43,4,1,3.1805555555555554,47.99985505759355,146.87470406166955,18.0,0.2868456692928445,160,77,10574.978692440207,1943,5338,0.6944444444444444,584,Male,Low,Married,Bachelor's,Student,Beauty,BOGO,2024-05-24,2024-05-24,0,0,1
C1330,52,10,0,2.9027777777777777,51.62126034423508,146.78852394339765,7.199999999999999,0.3456469607962471,131,84,10568.77372392463,3239,3372,0.5555555555555556,590,Female,Low,Single,High School,Employed,Sports,no_promotion,2024-05-18,2024-05-18,0,0,1
C1331,56,7,3,2.6944444444444446,50.79555496627165,137.81555496627163,10.285714285714286,0.2893738023923271,141,58,9922.719957571559,2735,5377,0.6388888888888888,585,Male,Medium,Divorced,PhD,Employed,Books,Discount,2024-05-23,2024-05-23,1,0,1
C1332,40,8,0,3.0555555555555554,52.519435605994495,162.02524242397797,9.0,0.2797132634705521,130,91,11665.817454526414,2231,7344,0.5,592,Male,High,Married,Bachelor's,Unemployed,Books,no_promotion,2024-05-16,2024-05-16,0,0,1
C1333,38,2,2,2.9583333333333335,53.23055264898019,151.75415504036522,36.0,0.34034495531729825,154,69,10926.299162906296,2591,1721,0.5694444444444444,580,Male,Low,Married,Bachelor's,Retired,Home,no_promotion,2024-05-28,2024-05-28,1,0,1
C1334,62,5,2,2.888888888888889,48.45107425281637,141.52405609178243,14.399999999999999,0.36033177555488466,150,73,10189.732038608336,3383,6829,0.6111111111111112,583,Female,Low,Married,High School,Unemployed,Home,no_promotion,2024-05-25,2024-05-25,0,1,1
C1335,57,6,0,2.986111111111111,47.56437809583633,142.0372284138949,12.0,0.28115218723577706,155,76,10226.680445800432,1583,1005,0.5555555555555556,579,Other,Low,Married,PhD,Student,Sports,no_promotion,2024-05-29,2024-05-29,1,0,1
C1336,52,6,3,3.2777777777777777,50.59152179473331,164.94649786255545,12.0,0.26764474118673853,194,46,11876.147846103991,1367,1815,0.5972222222222222,583,Male,High,Married,Bachelor's,Unemployed,Beauty,no_promotion,2024-05-25,2024-05-25,1,1,1
C1337,24,2,0,2.7083333333333335,48.01896927838135,129.82754378019206,36.0,0.31158284249794105,144,57,9347.583152173827,2375,6887,0.6111111111111112,578,Female,Medium,Divorced,High School,Retired,Sports,no_promotion,2024-05-30,2024-05-30,0,0,1
C1338,48,1,0,3.013888888888889,47.669549614822465,147.24458734817875,72.0,0.22631392606846212,144,84,10601.61028906887,647,4749,0.6527777777777778,580,Female,Medium,Married,PhD,Employed,Books,BOGO,2024-05-28,2024-05-28,1,0,1
C1339,26,5,1,2.9722222222222223,49.46078202029769,153.05201697007965,14.399999999999999,0.2556799516258726,170,45,11019.745221845735,1223,2514,0.6944444444444444,580,Female,Low,Divorced,Bachelor's,Student,Sports,BOGO,2024-05-28,2024-05-28,1,1,1
C1340,57,2,1,3.1944444444444446,48.66592786220729,151.84500580884412,36.0,0.23596598162865723,155,87,10932.840418236776,1583,2243,0.625,575,Male,High,Married,Master's,Unemployed,Electronics,no_promotion,2024-06-02,2024-06-02,0,0,1
C1341,43,12,4,2.611111111111111,48.664281019650325,124.62131528117318,6.0,0.24639235037238139,131,58,8972.73470024447,1295,1265,0.5277777777777778,574,Other,Low,Divorced,Master's,Student,Books,no_promotion,2024-06-03,2024-06-03,0,1,1
C1342,53,8,3,3.0694444444444446,49.40883244475915,148.30927511205522,9.0,0.33348080892800885,142,89,10678.267808067976,3527,4250,0.6666666666666666,573,Other,Low,Divorced,Master's,Employed,Beauty,BOGO,2024-06-04,2024-06-04,0,1,1
C1343,61,8,1,3.0277777777777777,55.97130180853801,173.31012015380114,9.0,0.22603390689275177,166,51,12478.328651073682,2807,1797,0.6111111111111112,584,Other,Low,Married,Master's,Retired,Books,no_promotion,2024-05-24,2024-05-24,1,1,1
C1344,32,10,4,2.8732394366197185,52.205778642953014,148.1173399239247,7.1,0.34992057354001027,137,73,10516.331134598655,1632,4886,0.43661971830985913,570,Male,Low,Single,Bachelor's,Student,Clothing,no_promotion,2024-06-07,2024-06-07,1,1,1
C1345,62,15,2,3.112676056338028,49.359920688955526,149.7570244765026,4.733333333333333,0.3333801497863106,148,82,10632.748737831686,1490,4692,0.7323943661971831,581,Other,Low,Single,High School,Unemployed,Books,Discount,2024-05-27,2024-05-27,0,0,1
C1346,48,10,1,2.591549295774648,52.96728022458591,133.16733363150422,7.1,0.30493851317485227,125,62,9454.8806878368,2839,4583,0.6901408450704225,576,Male,Low,Divorced,High School,Self-Employed,Sports,BOGO,2024-06-01,2024-06-01,1,0,1
C1347,40,2,0,2.9577464788732395,50.85269042034179,152.5115636597784,35.5,0.30298775365715735,137,79,10828.321019844267,1277,6031,0.6056338028169014,573,Male,High,Single,Master's,Unemployed,Home,no_promotion,2024-06-04,2024-06-04,0,0,1
C1348,61,6,3,2.9014084507042255,52.477562932756115,152.68560384370053,11.833333333333334,0.2817588019845433,146,58,10840.677872902737,2981,1764,0.5774647887323944,567,Female,High,Married,High School,Unemployed,Beauty,no_promotion,2024-06-10,2024-06-10,1,0,1
C1349,57,9,1,2.915492957746479,52.018660874794975,154.07281470733645,7.888888888888888,0.2814929910390742,138,81,10939.169844220887,425,4252,0.5633802816901409,570,Male,High,Single,High School,Employed,Sports,no_promotion,2024-06-07,2024-06-07,0,0,1
C1350,25,10,3,3.140845070422535,47.597147316837315,154.01784926024288,7.1,0.3259150488623709,159,65,10935.267297477245,3052,3200,0.4225352112676056,570,Other,Medium,Divorced,Master's,Retired,Clothing,no_promotion,2024-06-07,2024-06-07,1,0,1
C1351,33,12,1,2.943661971830986,48.37561858924617,143.50250478412616,5.916666666666667,0.2902281206438731,160,57,10188.677839672957,2910,4538,0.6619718309859155,562,Female,Low,Divorced,Bachelor's,Student,Books,BOGO,2024-06-15,2024-06-15,1,0,1
C1352,18,15,3,2.6619718309859155,52.337169356644694,136.25504293864148,4.733333333333333,0.2876072326922141,135,60,9674.108048643546,3265,4660,0.6197183098591549,561,Male,High,Single,PhD,Retired,Beauty,no_promotion,2024-06-16,2024-06-16,0,0,1
C1353,56,5,3,3.267605633802817,50.61029973172726,168.57755499666447,14.2,0.29690492975108157,184,55,11969.006404763179,3620,5765,0.6056338028169014,560,Female,Low,Single,Bachelor's,Employed,Home,no_promotion,2024-06-17,2024-06-17,0,1,1
C1354,58,1,0,2.9014084507042255,48.800810995427064,144.24119945564286,71.0,0.3101770148958808,152,55,10241.125161350643,425,4109,0.7183098591549296,559,Male,High,Married,Bachelor's,Unemployed,Sports,Discount,2024-06-18,2024-06-18,1,0,1
C1355,27,7,1,3.0,48.01564348609873,144.27227288769043,10.142857142857142,0.24066002577222503,163,66,10243.33137502602,2626,2341,0.6619718309859155,560,Male,High,Divorced,PhD,Employed,Beauty,BOGO,2024-06-17,2024-06-17,1,0,1
C1356,27,6,4,2.8732394366197185,51.286143475227014,148.1102948409238,11.833333333333334,0.3438854676848934,130,79,10515.83093370559,1490,2684,0.6056338028169014,558,Other,Low,Single,High School,Employed,Electronics,no_promotion,2024-06-19,2024-06-19,1,1,1
C1357,33,1,1,2.943661971830986,49.40767494194473,143.75957300721552,71.0,0.3544890303347485,151,65,10206.929683512302,3265,2264,0.5774647887323944,558,Other,High,Single,High School,Unemployed,Beauty,no_promotion,2024-06-19,2024-06-19,1,1,1
C1358,29,14,4,2.887323943661972,50.77311509205336,148.89610583954038,5.071428571428571,0.23686501574577243,147,61,10571.623514607367,1277,6947,0.5492957746478874,558,Female,Low,Single,High School,Unemployed,Books,no_promotion,2024-06-19,2024-06-19,1,0,1
C1359,64,11,4,3.140845070422535,50.27399744951971,159.61762615137604,6.454545454545454,0.33341246321401585,179,54,11332.8514567477,2058,6042,0.4788732394366197,579,Male,High,Married,Master's,Unemployed,Books,no_promotion,2024-05-29,2024-05-29,1,1,1
C1360,55,5,1,3.0140845070422535,49.84981312018782,147.70638680375592,14.2,0.2945989108373616,148,74,10487.15346306667,1916,2981,0.5915492957746479,567,Other,Low,Divorced,PhD,Unemployed,Electronics,no_promotion,2024-06-10,2024-06-10,0,0,1
C1361,59,1,3,3.140845070422535,53.269035285860234,164.69302135053843,71.0,0.3246287597587948,155,81,11693.204515888228,2839,1569,0.6901408450704225,558,Female,Medium,Divorced,Master's,Employed,Books,BOGO,2024-06-19,2024-06-19,1,0,1
C1362,60,10,1,2.859154929577465,53.54084255584605,154.56943159056533,7.1,0.31845362294947593,148,56,10974.42964293014,2271,1834,0.647887323943662,555,Male,Medium,Divorced,Master's,Student,Books,Discount,2024-06-22,2024-06-22,0,1,1
C1363,67,5,1,3.0985915492957745,52.920449551360115,170.96055761595548,14.2,0.31013706633843,124,92,12138.19959073284,1561,7102,0.6338028169014085,554,Female,High,Married,High School,Self-Employed,Sports,no_promotion,2024-06-23,2024-06-23,0,1,1
C1364,68,11,1,2.7183098591549295,49.604207627885216,140.55262288365563,6.454545454545454,0.30072321067553587,127,73,9979.23622473955,3265,5018,0.6338028169014085,550,Female,Low,Married,High School,Employed,Home,Discount,2024-06-27,2024-06-27,1,0,1
C1365,49,3,1,3.211267605633803,49.4032787573509,158.12064202174403,23.666666666666668,0.24997929399222496,153,79,11226.565583543827,3407,6616,0.5633802816901409,551,Other,High,Married,Master's,Retired,Beauty,no_promotion,2024-06-26,2024-06-26,0,0,1
C1366,31,13,4,2.887323943661972,50.077319596014554,141.78012780212816,5.461538461538462,0.22784773108031367,149,70,10066.389073951099,3052,5172,0.6619718309859155,549,Female,Low,Married,Master's,Employed,Sports,Discount,2024-06-28,2024-06-28,0,0,1
C1367,57,9,3,2.788732394366197,51.27996011375721,139.35657983206707,7.888888888888888,0.3472577186862288,164,44,9894.317168076763,1419,2469,0.6619718309859155,551,Other,Medium,Single,Master's,Employed,Beauty,no_promotion,2024-06-26,2024-06-26,1,1,1
C1368,46,9,3,3.183098591549296,49.3668220262892,152.3461613445934,7.888888888888888,0.2511666304321368,174,66,10816.577455466133,3620,6825,0.676056338028169,552,Female,High,Single,High School,Unemployed,Books,BOGO,2024-06-25,2024-06-25,0,0,1
C1369,35,12,3,3.0140845070422535,48.8260108951873,144.83662423485768,5.916666666666667,0.2810320218510709,132,85,10283.400320674895,3336,5465,0.5211267605633803,544,Male,High,Married,Bachelor's,Retired,Electronics,no_promotion,2024-07-03,2024-07-03,1,1,1
C1370,28,10,1,3.2253521126760565,52.87805543205606,166.77233531025269,7.1,0.2524799716094919,151,91,11840.835807027941,1703,3705,0.6056338028169014,546,Female,High,Divorced,PhD,Employed,Books,no_promotion,2024-07-01,2024-07-01,1,0,1
C1371,47,10,0,2.7183098591549295,51.327317350260444,140.1047755455913,7.1,0.3080188757896938,126,68,9947.439063736983,1490,1114,0.6338028169014085,545,Male,Low,Single,Bachelor's,Retired,Books,no_promotion,2024-07-02,2024-07-02,1,0,1
C1372,40,8,3,2.9014084507042255,52.32017010197228,155.85777573577508,8.875,0.2474595776719048,141,78,11065.90207724003,3549,1980,0.6338028169014085,556,Male,Low,Single,Bachelor's,Student,Sports,no_promotion,2024-06-21,2024-06-21,0,1,1
C1373,61,2,4,3.2535211267605635,50.51139663233754,160.54799271391403,35.5,0.29706005379837486,172,69,11398.907482687895,2626,6050,0.5633802816901409,540,Female,Low,Single,Master's,Self-Employed,Home,no_promotion,2024-07-07,2024-07-07,1,1,1
C1374,66,1,2,2.971830985915493,50.281754906813894,147.5302703770081,71.0,0.2628565558909402,132,94,10474.649196767574,993,5321,0.5774647887323944,559,Other,Low,Divorced,Master's,Employed,Books,no_promotion,2024-06-18,2024-06-18,1,0,1
C1375,52,9,1,2.8732394366197185,56.109879544183805,165.79370275033943,7.888888888888888,0.30002584953077954,156,58,11771.3528952741,1490,5598,0.5352112676056338,544,Other,Medium,Single,Bachelor's,Unemployed,Sports,no_promotion,2024-07-03,2024-07-03,1,0,1
C1376,68,15,1,3.1690140845070425,47.3467482317745,147.99910560315436,4.733333333333333,0.24040006324602448,164,67,10507.93649782396,851,3558,0.5492957746478874,538,Female,Low,Single,Bachelor's,Employed,Books,no_promotion,2024-07-09,2024-07-09,1,0,1
C1377,31,12,1,2.943661971830986,53.19773425747254,161.47009195946765,5.916666666666667,0.3519860086231636,123,91,11464.376529122203,496,5885,0.5915492957746479,551,Female,High,Married,Bachelor's,Retired,Beauty,no_promotion,2024-06-26,2024-06-26,0,0,1
C1378,55,10,4,2.9295774647887325,53.57476544660725,150.52359211446966,7.1,0.24699015920314937,151,70,10687.175040127346,3407,6027,0.5774647887323944,537,Female,Medium,Single,Master's,Retired,Electronics,no_promotion,2024-07-10,2024-07-10,0,0,1
C1379,63,9,0,3.2253521126760565,50.78080984955251,167.9070069942414,7.888888888888888,0.26304592331981747,125,100,11921.39749659114,2342,2567,0.6901408450704225,538,Other,Medium,Divorced,Bachelor's,Retired,Electronics,BOGO,2024-07-09,2024-07-09,1,0,1
C1380,25,2,1,2.9859154929577465,48.47641467342935,144.15346937240076,35.5,0.2977556817462119,170,54,10234.896325440453,3123,3830,0.49295774647887325,537,Other,High,Married,Bachelor's,Self-Employed,Beauty,no_promotion,2024-07-10,2024-07-10,0,1,1
C1381,35,2,1,2.732394366197183,49.006683285226124,135.9513037500743,35.5,0.2255006045446303,155,50,9652.542566255275,2271,4094,0.6056338028169014,539,Other,High,Single,Master's,Retired,Home,no_promotion,2024-07-08,2024-07-08,0,0,1
C1382,21,7,1,3.0422535211267605,52.268334040543984,157.3806117430598,10.142857142857142,0.34861415344415886,185,42,11174.023433757246,3620,6320,0.5774647887323944,545,Female,High,Single,High School,Unemployed,Home,no_promotion,2024-07-02,2024-07-02,1,0,1
C1383,34,15,3,2.971830985915493,47.25360888876306,142.6913553676363,4.733333333333333,0.22789423799800335,148,70,10131.086231102177,1916,3618,0.704225352112676,532,Male,Low,Single,High School,Retired,Books,BOGO,2024-07-15,2024-07-15,0,0,1
C1384,49,5,3,2.816901408450704,51.77057718660994,146.6191687359057,14.2,0.3144297756793212,138,71,10409.960980249305,2555,4601,0.4788732394366197,536,Other,Medium,Divorced,Bachelor's,Employed,Clothing,no_promotion,2024-07-11,2024-07-11,1,1,1
C1385,28,10,2,3.1549295774647885,51.155036423807985,163.29757648523713,7.1,0.3641621595584282,122,104,11594.127930451836,3265,5189,0.5492957746478874,530,Female,Medium,Single,High School,Retired,Clothing,no_promotion,2024-07-17,2024-07-17,1,0,1
C1386,44,3,3,3.028169014084507,48.77196312665682,147.26223611246857,23.666666666666668,0.2868141233378732,166,58,10455.618763985269,1135,6248,0.7323943661971831,531,Male,Low,Single,Bachelor's,Retired,Sports,Discount,2024-07-16,2024-07-16,1,0,1
C1387,25,1,3,2.943661971830986,48.84703746168076,143.59407013152116,71.0,0.3042041197636437,152,62,10195.178979338003,3194,3827,0.647887323943662,526,Other,Low,Single,Bachelor's,Employed,Clothing,no_promotion,2024-07-21,2024-07-21,1,0,1
C1388,47,10,3,2.971830985915493,50.2512218898668,151.64516924960805,7.1,0.3361512651480597,171,51,10766.80701672217,1703,3899,0.5915492957746479,528,Other,Medium,Divorced,PhD,Retired,Beauty,no_promotion,2024-07-19,2024-07-19,0,0,1
C1389,35,9,4,3.0422535211267605,51.95987494755462,163.1551178004103,7.888888888888888,0.22848264036222238,148,67,11584.013363829132,3407,6461,0.6901408450704225,524,Female,High,Married,Master's,Self-Employed,Sports,BOGO,2024-07-23,2024-07-23,1,0,1
C1390,66,4,2,3.183098591549296,51.45712917700855,165.75392274229324,17.75,0.25641985396040873,139,101,11768.52851470282,2768,6400,0.6056338028169014,535,Other,High,Single,PhD,Student,Home,no_promotion,2024-07-12,2024-07-12,0,0,1
C1391,65,15,2,3.056338028169014,49.677592845557534,150.38856597280522,4.733333333333333,0.20136023880513196,152,64,10677.58818406917,2839,2274,0.5774647887323944,528,Male,Medium,Single,Master's,Student,Beauty,no_promotion,2024-07-19,2024-07-19,1,0,1
C1392,70,10,1,2.732394366197183,51.87449449618596,140.3753395666085,7.1,0.31175046327478384,145,63,9966.649109229204,2981,6157,0.5915492957746479,524,Other,Medium,Single,Bachelor's,Unemployed,Beauty,no_promotion,2024-07-23,2024-07-23,0,1,1
C1393,18,13,0,3.1690140845070425,51.298844490001464,164.9246191378888,5.461538461538462,0.3342029473693433,141,97,11709.647958790105,2271,5975,0.6056338028169014,521,Other,Low,Single,High School,Retired,Books,no_promotion,2024-07-26,2024-07-26,1,0,1
C1394,40,15,4,2.887323943661972,51.85252676551573,146.3411183148115,4.733333333333333,0.23307122909269046,151,56,10390.219400351616,3336,4535,0.5774647887323944,519,Male,Low,Divorced,PhD,Employed,Clothing,no_promotion,2024-07-28,2024-07-28,0,0,1
C1395,43,12,0,3.211267605633803,53.77049614802968,168.76556657056489,5.916666666666667,0.22408941302943705,163,77,11982.355226510106,2484,1221,0.5915492957746479,519,Other,Low,Single,PhD,Unemployed,Clothing,no_promotion,2024-07-28,2024-07-28,0,1,1
C1396,40,10,3,3.380281690140845,47.39762914539909,159.25518798051658,7.1,0.322830838052048,135,109,11307.118346616677,2342,4992,0.6901408450704225,517,Other,Medium,Single,High School,Unemployed,Clothing,BOGO,2024-07-30,2024-07-30,1,0,1
C1397,36,4,4,2.9577464788732395,53.08322748796572,148.2358676983418,17.75,0.3187414091083,168,50,10524.746606582266,3336,7093,0.5633802816901409,524,Male,Medium,Single,Master's,Self-Employed,Electronics,no_promotion,2024-07-23,2024-07-23,1,0,1
C1398,38,4,0,3.183098591549296,47.13694006939792,149.60863021024298,17.75,0.2641489304893823,187,44,10622.212744927252,3336,2639,0.5352112676056338,520,Male,Medium,Single,Bachelor's,Self-Employed,Clothing,no_promotion,2024-07-27,2024-07-27,1,1,1
C1399,32,15,2,2.887323943661972,51.97615685078068,142.12702176931992,4.733333333333333,0.2973635466676548,138,65,10091.018545621715,3123,6236,0.5915492957746479,516,Female,Low,Single,PhD,Retired,Electronics,no_promotion,2024-07-31,2024-07-31,1,0,1
C1400,68,1,4,2.943661971830986,48.39345659488977,146.54311037287815,71.0,0.32193832586665583,148,69,10404.560836474348,3123,6313,0.5915492957746479,518,Male,Low,Married,Bachelor's,Unemployed,Beauty,no_promotion,2024-07-29,2024-07-29,1,1,1
C1401,25,9,4,2.9859154929577465,53.77140806201918,159.36816784802937,7.888888888888888,0.22794782772174596,144,78,11315.139917210085,1774,5605,0.5633802816901409,512,Male,High,Married,High School,Self-Employed,Books,no_promotion,2024-08-04,2024-08-04,1,1,1
C1402,57,9,3,3.112676056338028,47.453394766422036,149.14650784270322,7.888888888888888,0.2722900650569842,159,77,10589.402056831928,2200,5331,0.6338028169014085,520,Other,Medium,Married,PhD,Self-Employed,Electronics,no_promotion,2024-07-27,2024-07-27,1,1,1
C1403,44,6,3,2.971830985915493,51.02497283094295,155.5576810561232,11.833333333333334,0.3034841110614526,137,84,11044.595354984747,1135,2123,0.5915492957746479,524,Female,High,Divorced,Bachelor's,Employed,Home,no_promotion,2024-07-23,2024-07-23,1,0,1
C1404,63,4,2,2.943661971830986,48.94449590020401,140.89970716780965,17.75,0.304299989989391,124,92,10003.879208914484,496,2267,0.6197183098591549,509,Female,High,Married,Master's,Unemployed,Books,no_promotion,2024-08-07,2024-08-07,1,0,1
C1405,66,10,0,2.887323943661972,50.721259306185665,146.7316569430525,7.1,0.25686073184087743,149,63,10417.947642956728,1774,1266,0.6338028169014085,510,Other,Low,Married,PhD,Unemployed,Electronics,no_promotion,2024-08-06,2024-08-06,0,0,1
C1406,25,9,2,3.028169014084507,47.49891810122388,136.98252895155895,7.888888888888888,0.24524122482579783,114,101,9725.759555560686,2626,1632,0.49295774647887325,524,Male,High,Married,PhD,Employed,Electronics,no_promotion,2024-07-23,2024-07-23,0,0,1
C1407,48,8,0,2.859154929577465,50.27560179247425,135.44419334177002,8.875,0.2807058353416169,161,46,9616.537727265671,1987,4178,0.49295774647887325,517,Female,Low,Married,Bachelor's,Unemployed,Books,no_promotion,2024-07-30,2024-07-30,0,0,1
C1408,44,15,3,2.8028169014084505,49.44983859505792,133.65881155982163,4.733333333333333,0.29885163671959875,125,76,9489.775620747336,1490,5663,0.6619718309859155,505,Other,Low,Single,Bachelor's,Employed,Electronics,BOGO,2024-08-11,2024-08-11,1,1,1
C1409,70,1,1,2.591549295774648,46.085422814391116,118.93767633551786,71.0,0.263616569231905,124,75,8444.575019821768,638,6502,0.704225352112676,504,Other,Medium,Divorced,PhD,Employed,Beauty,Discount,2024-08-12,2024-08-12,1,0,1
C1410,26,14,0,3.1549295774647885,53.77767410185181,170.59999609102758,5.071428571428571,0.25041138935571616,158,73,12112.599722462957,1135,2849,0.5915492957746479,508,Male,Low,Single,High School,Self-Employed,Beauty,no_promotion,2024-08-08,2024-08-08,1,0,1
C1411,57,14,4,2.9295774647887325,51.41212669066854,144.39395767658405,5.071428571428571,0.24247587087987568,140,75,10251.970995037467,1348,6171,0.6056338028169014,505,Female,High,Married,High School,Unemployed,Clothing,no_promotion,2024-08-11,2024-08-11,1,0,1
C1412,60,8,0,2.816901408450704,45.51981117717556,125.55924779689387,8.875,0.3233685858638792,155,50,8914.706593579465,1277,5524,0.5774647887323944,501,Other,High,Married,PhD,Unemployed,Home,no_promotion,2024-08-15,2024-08-15,1,0,1
C1413,50,4,3,2.8309859154929575,51.7150809703561,145.0001619407122,17.75,0.267498140426578,152,54,10295.011497790565,2058,4033,0.5915492957746479,507,Other,High,Single,Master's,Student,Books,no_promotion,2024-08-09,2024-08-09,0,0,1
C1414,64,14,1,2.859154929577465,53.588455922456234,156.58932186580228,5.071428571428571,0.2408105909649393,153,59,11117.841852471962,2413,1760,0.6338028169014085,499,Female,Low,Single,High School,Student,Electronics,no_promotion,2024-08-17,2024-08-17,1,0,1
C1415,22,10,4,3.0140845070422535,49.821926207838956,147.8934338560962,7.1,0.2777498089872534,146,65,10500.433803782831,638,7167,0.49295774647887325,502,Other,Low,Single,Bachelor's,Employed,Electronics,no_promotion,2024-08-14,2024-08-14,0,0,1
C1416,43,6,1,3.1267605633802815,49.89664027645244,157.46114731870597,11.833333333333334,0.35313490483569987,179,49,11179.741459628123,2413,5475,0.6197183098591549,505,Other,High,Married,High School,Student,Clothing,no_promotion,2024-08-11,2024-08-11,1,0,1
C1417,53,6,4,3.056338028169014,53.78170379479266,167.661294913529,11.833333333333334,0.2418806635268899,122,106,11903.951938860559,496,1138,0.6619718309859155,497,Male,Medium,Divorced,High School,Employed,Sports,BOGO,2024-08-19,2024-08-19,0,1,1
C1418,60,2,0,3.295774647887324,53.754213665736394,169.68291100097375,35.5,0.28460288980223875,194,52,12047.486681069136,1206,2786,0.5633802816901409,499,Female,Low,Divorced,Master's,Employed,Clothing,no_promotion,2024-08-17,2024-08-17,0,0,1
C1419,46,4,4,2.943661971830986,55.525800008932876,165.33561976297423,17.75,0.3326718462258439,149,62,11738.829003171171,1845,6097,0.5915492957746479,499,Female,High,Single,PhD,Employed,Home,no_promotion,2024-08-17,2024-08-17,1,0,1
C1420,32,5,3,3.3098591549295775,52.7201719544903,173.41594660237763,14.2,0.23556443469828606,152,88,12312.532208768811,1632,944,0.704225352112676,493,Other,High,Divorced,High School,Retired,Sports,BOGO,2024-08-23,2024-08-23,0,0,1
C1421,46,2,2,3.056338028169014,50.87295960371563,158.38395109091886,35.5,0.32226073051284504,173,53,11245.260527455239,851,3053,0.6338028169014085,493,Female,High,Single,PhD,Retired,Books,no_promotion,2024-08-23,2024-08-23,1,0,1
C1422,51,13,3,3.2816901408450705,48.28980030212064,161.72390794861545,5.461538461538462,0.22373474975779026,156,91,11482.397464351696,3620,1011,0.5633802816901409,498,Male,Low,Married,Bachelor's,Employed,Books,no_promotion,2024-08-18,2024-08-18,1,0,1
C1423,62,1,3,2.732394366197183,57.44729750798199,156.06544008638653,71.0,0.2690480048624376,127,72,11080.646246133443,425,4097,0.676056338028169,505,Other,Medium,Single,PhD,Retired,Clothing,BOGO,2024-08-11,2024-08-11,1,0,1
C1424,63,14,3,3.2816901408450705,51.45176626097952,164.13044532560824,5.071428571428571,0.3215779825776201,177,70,11653.261618118184,2839,1010,0.6338028169014085,489,Male,Low,Divorced,Bachelor's,Unemployed,Electronics,no_promotion,2024-08-27,2024-08-27,1,0,1
C1425,48,10,1,2.6619718309859155,51.78091291640817,137.90182583281634,7.1,0.31435333127649345,139,56,9791.02963412996,3549,4660,0.6056338028169014,490,Male,Low,Married,Master's,Unemployed,Electronics,no_promotion,2024-08-26,2024-08-26,0,0,1
C1426,23,9,4,3.267605633802817,53.90034234047994,180.68249612248314,7.888888888888888,0.3227931031766036,165,72,12828.457224696303,2768,6192,0.6056338028169014,494,Male,Low,Divorced,Bachelor's,Retired,Clothing,no_promotion,2024-08-22,2024-08-22,1,1,1
C1427,26,4,2,2.971830985915493,51.5323696339863,147.99023222571907,17.75,0.3185692361198974,145,74,10507.306488026054,851,3120,0.4507042253521127,500,Other,Low,Married,Bachelor's,Self-Employed,Books,no_promotion,2024-08-16,2024-08-16,0,0,1
C1428,63,4,0,2.676056338028169,49.68437021904158,132.38353721419452,17.75,0.24803434090951115,131,58,9399.231142207811,1348,4730,0.5774647887323944,486,Other,Medium,Single,High School,Unemployed,Beauty,no_promotion,2024-08-30,2024-08-30,0,0,1
C1429,49,9,1,2.7746478873239435,51.26034857864905,143.56287672186266,7.888888888888888,0.2455281682125246,160,47,10192.964247252248,1419,3957,0.5915492957746479,485,Male,High,Married,High School,Self-Employed,Clothing,no_promotion,2024-08-31,2024-08-31,1,0,1
C1430,37,11,3,2.971830985915493,50.28669761603149,145.04644582663633,6.454545454545454,0.3409191784043007,142,72,10298.29765369118,2058,3969,0.5774647887323944,484,Female,High,Divorced,Bachelor's,Unemployed,Clothing,no_promotion,2024-09-01,2024-09-01,1,0,1
C1431,50,12,2,3.295774647887324,50.67307366067109,166.27595661451537,5.916666666666667,0.3034664869269422,176,65,11805.592919630591,1490,2431,0.7323943661971831,482,Male,Medium,Divorced,PhD,Retired,Electronics,Discount,2024-09-03,2024-09-03,0,0,1
C1432,60,11,3,3.3380281690140845,46.38034687887027,153.22553721125274,6.454545454545454,0.22841654245377815,157,84,10879.013141998945,1490,2220,0.704225352112676,481,Other,High,Married,Master's,Self-Employed,Sports,BOGO,2024-09-04,2024-09-04,1,0,1
C1433,25,1,2,2.915492957746479,51.60613014535752,143.78057691945824,71.0,0.3049017418832949,140,67,10208.420961281536,1490,4889,0.5633802816901409,481,Female,Medium,Single,Bachelor's,Student,Clothing,no_promotion,2024-09-04,2024-09-04,0,1,1
C1434,54,4,1,2.943661971830986,55.00591704467027,157.68521437103067,17.75,0.25473221047067224,155,63,11195.650220343177,851,4183,0.6338028169014085,480,Female,High,Divorced,Bachelor's,Employed,Beauty,no_promotion,2024-09-05,2024-09-05,1,0,1
C1435,70,7,1,3.1690140845070425,57.30336821211842,176.86898994536358,10.142857142857142,0.2630598766394788,172,55,12557.698286120814,709,4483,0.5774647887323944,485,Other,Medium,Married,Master's,Unemployed,Home,no_promotion,2024-08-31,2024-08-31,1,0,1
